"cluster","genes","expressions"
"COVID","Proliferation",0.387696830680844
"COVID","Proliferation",0.391939471541766
"COVID","Proliferation",0.418942189129014
"COVID","Proliferation",0.513563423985558
"COVID","Proliferation",0.206608830847354
"COVID","Proliferation",0.300624100708056
"COVID","Proliferation",0.267317374435576
"COVID","Proliferation",0.393654676302245
"COVID","Proliferation",0.223801513630839
"COVID","Proliferation",0.256865828999008
"COVID","Proliferation",0.242465826694401
"COVID","Proliferation",0.316205846631363
"COVID","Proliferation",0.466631143864392
"COVID","Proliferation",0.360251898345854
"COVID","Proliferation",0.530992334242222
"COVID","Proliferation",0.623084285908715
"COVID","Proliferation",0.353348881836694
"COVID","Proliferation",0.262380452643073
"COVID","Proliferation",0.429090080049346
"COVID","Proliferation",0.473416406914117
"COVID","Proliferation",0.426353668705055
"COVID","Proliferation",0.412465609801148
"COVID","Proliferation",0.21450489291613
"COVID","Proliferation",0.410641804802682
"COVID","Proliferation",0.459571240497756
"COVID","Proliferation",0.488483472512419
"COVID","Proliferation",0.454117290345523
"COVID","Proliferation",0.293153976943486
"COVID","Proliferation",0.564074414936571
"COVID","Proliferation",0.324173881715536
"COVID","Proliferation",0.225566334860744
"COVID","Proliferation",0.411726083967625
"COVID","Proliferation",0.30851937186183
"COVID","Proliferation",0.0893146897298466
"COVID","Proliferation",0.241590732010318
"COVID","Proliferation",0.207823783208184
"COVID","Proliferation",0.237754867270965
"COVID","Proliferation",0.238381295073637
"COVID","Proliferation",0.21875492425318
"COVID","Proliferation",0.198812921384605
"COVID","Proliferation",0.219136789694841
"COVID","Proliferation",0.104255243344147
"COVID","Proliferation",0.236969495046921
"COVID","Proliferation",0.223571779522127
"COVID","Proliferation",0.160630190543568
"COVID","Proliferation",0.193137527893141
"COVID","Proliferation",0.13729956347641
"COVID","Proliferation",0.153808872623299
"COVID","Proliferation",0.145001635201023
"COVID","Proliferation",0.182978910539064
"COVID","Proliferation",0.239362938679736
"COVID","Proliferation",0.360005039873732
"COVID","Proliferation",0.155378611404422
"COVID","Proliferation",0.214190140945964
"COVID","Proliferation",0.204510385434586
"COVID","Proliferation",0.248828747454804
"COVID","Proliferation",0.25461637323077
"COVID","Proliferation",0.20313611333853
"COVID","Proliferation",0.232554992674856
"COVID","Proliferation",0.20131200785086
"COVID","Proliferation",0.227695276652274
"COVID","Proliferation",0.0773316591286571
"COVID","Proliferation",0.180580670303737
"COVID","Proliferation",0.274912836091619
"COVID","Proliferation",0.24412831317908
"COVID","Proliferation",0.286577059524598
"COVID","Proliferation",0.244304976352225
"COVID","Proliferation",0.23699927019545
"COVID","Proliferation",0.288501309770736
"COVID","Proliferation",0.239220126280719
"COVID","Proliferation",0.380545259762757
"COVID","Proliferation",0.259051021590997
"COVID","Proliferation",0.326606244419818
"COVID","Proliferation",0.243072330991108
"COVID","Proliferation",0.305304319908107
"COVID","Proliferation",0.29219233353394
"COVID","Proliferation",0.477846460618146
"COVID","Proliferation",0.382279219064474
"COVID","Proliferation",0.319761426207858
"COVID","Proliferation",0.247056251074641
"COVID","Proliferation",0.271576090845708
"COVID","Proliferation",0.497166637822692
"COVID","Proliferation",0.383526762352215
"COVID","Proliferation",0.361371193271743
"COVID","Proliferation",0.272326037801281
"COVID","Proliferation",0.210539217859206
"COVID","Proliferation",0.424804929188906
"COVID","Proliferation",0.357389825347516
"COVID","Proliferation",0.290832881897111
"COVID","Proliferation",0.263818515843843
"COVID","Proliferation",0.282005244639657
"COVID","Proliferation",0.299103406997845
"COVID","Proliferation",0.283388418758762
"COVID","Proliferation",0.348465604537089
"COVID","Proliferation",0.331615725110812
"COVID","Proliferation",0.326288485001053
"COVID","Proliferation",0.238453034775514
"COVID","Proliferation",0.319198566109922
"COVID","Proliferation",0.606646726487205
"COVID","Proliferation",0.287190188571813
"COVID","Proliferation",0.309096624791689
"COVID","Proliferation",0.419832536522365
"COVID","Proliferation",0.195219209185324
"COVID","Proliferation",0.283271468491384
"COVID","Proliferation",0.344169683630402
"COVID","Proliferation",0.300100229116443
"COVID","Proliferation",0.262072032649091
"COVID","Proliferation",0.369701537690407
"COVID","Proliferation",0.359983975240134
"COVID","Proliferation",0.339210432533562
"COVID","Proliferation",0.350688933636146
"COVID","Proliferation",0.333557499884924
"COVID","Proliferation",0.319079068155389
"COVID","Proliferation",0.270428962738612
"COVID","Proliferation",0.330666231070448
"COVID","Proliferation",0.433678820077931
"COVID","Proliferation",0.277473638290111
"COVID","Proliferation",0.374598776898339
"COVID","Proliferation",0.255887679148919
"COVID","Proliferation",0.322670999881166
"COVID","Proliferation",0.227837040926651
"COVID","Proliferation",0.258433064126424
"COVID","Proliferation",0.29067856545422
"COVID","Proliferation",0.360407087063394
"COVID","Proliferation",0.305522603897433
"COVID","Proliferation",0.361060111028294
"COVID","Proliferation",0.32286448382894
"COVID","Proliferation",0.295185198648072
"COVID","Proliferation",0.351596277572433
"COVID","Proliferation",0.234995738936327
"COVID","Proliferation",0.315007560294794
"COVID","Proliferation",0.342049757088309
"COVID","Proliferation",0.326525997115747
"COVID","Proliferation",0.522639771445616
"COVID","Proliferation",0.310326030517485
"COVID","Proliferation",0.380212711850106
"COVID","Proliferation",0.428745204203202
"COVID","Proliferation",0.326999681295999
"COVID","Proliferation",0.326105204833304
"COVID","Proliferation",0.339029448190168
"COVID","Proliferation",0.249747322633753
"COVID","Proliferation",0.353917246876427
"COVID","Proliferation",0.228432637573312
"COVID","Proliferation",0.368125004961544
"COVID","Proliferation",0.160646126562323
"COVID","Proliferation",0.266731092954076
"COVID","Proliferation",0.318041035311199
"COVID","Proliferation",0.326499893733551
"COVID","Proliferation",0.306431896781682
"COVID","Proliferation",0.38668514328873
"COVID","Proliferation",0.282714840334339
"COVID","Proliferation",0.38251924099498
"COVID","Proliferation",0.326418480268182
"COVID","Proliferation",0.280201942156819
"COVID","Proliferation",0.290379052558386
"COVID","Proliferation",0.358299551228566
"COVID","Proliferation",0.33102556706708
"COVID","Proliferation",0.274948355640216
"COVID","Proliferation",0.450184760516106
"COVID","Proliferation",0.177840106618199
"COVID","Proliferation",0.237318981152515
"COVID","Proliferation",0.277242140173768
"COVID","Proliferation",0.304892818837792
"COVID","Proliferation",0.446423582532816
"COVID","Proliferation",0.317761732616945
"COVID","Proliferation",0.252801083618671
"COVID","Proliferation",0.234921333913416
"COVID","Proliferation",0.367003317612091
"COVID","Proliferation",0.180050307923229
"COVID","Proliferation",0.296753136000277
"COVID","Proliferation",0.137033972201283
"COVID","Proliferation",0.159034418252893
"COVID","Proliferation",0.267745265456952
"COVID","Proliferation",0.386015352634347
"COVID","Proliferation",0.32433328389946
"COVID","Proliferation",0.144046050485323
"COVID","Proliferation",0.222488352038199
"COVID","Proliferation",0.117540668262792
"COVID","Proliferation",0.285912371638034
"COVID","Proliferation",0.0846244251850129
"COVID","Proliferation",0.216523770995732
"COVID","Proliferation",0.113537919598559
"COVID","Proliferation",0.273950381476824
"COVID","Proliferation",0.132793165771769
"COVID","Proliferation",0.098374027153688
"COVID","Proliferation",0.0752213458948354
"COVID","Proliferation",0.10298260288563
"COVID","Proliferation",0.158843769323009
"COVID","Proliferation",0.0844667830113044
"COVID","Proliferation",0.124730522242139
"COVID","Proliferation",0.199092856165295
"COVID","Proliferation",0.132451780019641
"COVID","Proliferation",0.104813479733313
"COVID","Proliferation",0.113338370769276
"COVID","Proliferation",0.0808710451020191
"COVID","Proliferation",0.183414663814301
"COVID","Proliferation",0.146344044743887
"COVID","Proliferation",0.33640726855074
"COVID","Proliferation",0.112993795196797
"COVID","Proliferation",0.238908046939419
"COVID","Proliferation",0.160547435718072
"COVID","Proliferation",0.236724515839332
"COVID","Proliferation",0.0934666449258802
"COVID","Proliferation",0.193565779868207
"COVID","Proliferation",0.141598815738681
"COVID","Proliferation",0.26710601696613
"COVID","Proliferation",0.288344459109008
"COVID","Proliferation",0.168296646694352
"COVID","Quiescence",0.725674325674326
"COVID","Quiescence",0.742997002997003
"COVID","Quiescence",0.751528471528472
"COVID","Quiescence",0.727572427572428
"COVID","Quiescence",0.742677322677323
"COVID","Quiescence",0.718661338661339
"COVID","Quiescence",0.724435564435564
"COVID","Quiescence",0.736883116883117
"COVID","Quiescence",0.732267732267732
"COVID","Quiescence",0.653586413586414
"COVID","Quiescence",0.760819180819181
"COVID","Quiescence",0.726253746253746
"COVID","Quiescence",0.75036963036963
"COVID","Quiescence",0.718221778221778
"COVID","Quiescence",0.725754245754246
"COVID","Quiescence",0.75052947052947
"COVID","Quiescence",0.734185814185814
"COVID","Quiescence",0.728791208791209
"COVID","Quiescence",0.753906093906094
"COVID","Quiescence",0.748731268731269
"COVID","Quiescence",0.73956043956044
"COVID","Quiescence",0.743876123876124
"COVID","Quiescence",0.746693306693307
"COVID","Quiescence",0.741658341658342
"COVID","Quiescence",0.743076923076923
"COVID","Quiescence",0.71994005994006
"COVID","Quiescence",0.717542457542457
"COVID","Quiescence",0.745654345654346
"COVID","Quiescence",0.736303696303696
"COVID","Quiescence",0.747152847152847
"COVID","Quiescence",0.722317682317682
"COVID","Quiescence",0.720899100899101
"COVID","Quiescence",0.733846153846154
"COVID","Quiescence",0.741078921078921
"COVID","Quiescence",0.747212787212787
"COVID","Quiescence",0.7598001998002
"COVID","Quiescence",0.728851148851149
"COVID","Quiescence",0.744295704295704
"COVID","Quiescence",0.716843156843157
"COVID","Quiescence",0.720559440559441
"COVID","Quiescence",0.739000999000999
"COVID","Quiescence",0.69992007992008
"COVID","Quiescence",0.62975024975025
"COVID","Quiescence",0.628931068931069
"COVID","Quiescence",0.632847152847153
"COVID","Quiescence",0.527953627679314
"COVID","Quiescence",0.637462537462538
"COVID","Quiescence",0.644675324675325
"COVID","Quiescence",0.630909090909091
"COVID","Quiescence",0.652607392607393
"COVID","Quiescence",0.600779220779221
"COVID","Quiescence",0.540732394801606
"COVID","Quiescence",0.619440559440559
"COVID","Quiescence",0.52000643912025
"COVID","Quiescence",0.630929070929071
"COVID","Quiescence",0.613086913086913
"COVID","Quiescence",0.30864450646784
"COVID","Quiescence",0.631448551448551
"COVID","Quiescence",0.496158598253985
"COVID","Quiescence",0.643336663336663
"COVID","Quiescence",0.455340846715796
"COVID","Quiescence",0.622157842157842
"COVID","Quiescence",0.622157842157842
"COVID","Quiescence",0.659140859140859
"COVID","Quiescence",0.642157842157842
"COVID","Quiescence",0.636203796203796
"COVID","Quiescence",0.77020979020979
"COVID","Quiescence",0.634065934065934
"COVID","Quiescence",0.599260739260739
"COVID","Quiescence",0.419370995836715
"COVID","Quiescence",0.611408591408591
"COVID","Quiescence",0.644115884115884
"COVID","Quiescence",0.40758179275429
"COVID","Quiescence",0.617582417582418
"COVID","Quiescence",0.580852473109788
"COVID","Quiescence",0.62007992007992
"COVID","Quiescence",0.64013986013986
"COVID","Quiescence",0.62995004995005
"COVID","Quiescence",0.354854336882815
"COVID","Quiescence",0.583636363636364
"COVID","Quiescence",0.622637362637363
"COVID","Quiescence",0.634065934065934
"COVID","Quiescence",0.420449539108256
"COVID","Quiescence",0.539109101333041
"COVID","Quiescence",0.647072927072927
"COVID","Quiescence",0.655264735264735
"COVID","Quiescence",0.615484515484515
"COVID","Quiescence",0.628231768231768
"COVID","Quiescence",0.612987012987013
"COVID","Quiescence",0.431839522430233
"COVID","Quiescence",0.62987012987013
"COVID","Quiescence",0.629290709290709
"COVID","Quiescence",0.608451548451548
"COVID","Quiescence",0.628051948051948
"COVID","Quiescence",0.306025398865548
"COVID","Quiescence",0.205784619352666
"COVID","Quiescence",0.250787860537803
"COVID","Quiescence",0.329406902539601
"COVID","Quiescence",0.379947352712852
"COVID","Quiescence",0.23717383718826
"COVID","Quiescence",0.276068572910222
"COVID","Quiescence",0.31393615038493
"COVID","Quiescence",0.297461335780422
"COVID","Quiescence",0.30096300172029
"COVID","Quiescence",0.409346305931429
"COVID","Quiescence",0.255899993919481
"COVID","Quiescence",0.230865512518114
"COVID","Quiescence",0.325589074507248
"COVID","Quiescence",0.190033725745123
"COVID","Quiescence",0.355866982419474
"COVID","Quiescence",0.225635781781263
"COVID","Quiescence",0.216768012148299
"COVID","Quiescence",0.330630536558981
"COVID","Quiescence",0.204567943977004
"COVID","Quiescence",0.167752422666454
"COVID","Quiescence",0.223694611086182
"COVID","Quiescence",0.282531527978436
"COVID","Quiescence",0.23993707945303
"COVID","Quiescence",0.314479415299243
"COVID","Quiescence",0.294477034459242
"COVID","Quiescence",0.349606846573948
"COVID","Quiescence",0.383888876045021
"COVID","Quiescence",0.301939215857523
"COVID","Quiescence",0.380958377132886
"COVID","Quiescence",0.302784001024324
"COVID","Quiescence",0.246566677993813
"COVID","Quiescence",0.361889783326626
"COVID","Quiescence",0.346530983658463
"COVID","Quiescence",0.337227587184987
"COVID","Quiescence",0.29832998988618
"COVID","Quiescence",0.306570292244159
"COVID","Quiescence",0.267795012311515
"COVID","Quiescence",0.312207258211735
"COVID","Quiescence",0.274494764057317
"COVID","Quiescence",0.275289760914344
"COVID","Quiescence",0.233100620122165
"COVID","Quiescence",0.147075916107978
"COVID","Quiescence",0.318834255768737
"COVID","Quiescence",0.317537146816754
"COVID","Quiescence",0.304294406105165
"COVID","Quiescence",0.253267798180184
"COVID","Quiescence",0.266854320720224
"COVID","Quiescence",0.27468352175924
"COVID","Quiescence",0.295157723516426
"COVID","Quiescence",0.387614235288734
"COVID","Quiescence",0.470446931665266
"COVID","Quiescence",0.407536752655704
"COVID","Quiescence",0.391155430451341
"COVID","Quiescence",0.374953146800967
"COVID","Quiescence",0.282487472602702
"COVID","Quiescence",0.323868875808766
"COVID","Quiescence",0.268490821510722
"COVID","Quiescence",0.337759705380322
"COVID","Quiescence",0.347052259784846
"COVID","Quiescence",0.263806557014931
"COVID","Quiescence",0.273254276598333
"COVID","Quiescence",0.47195813433273
"COVID","Quiescence",0.302991126917738
"COVID","Quiescence",0.28321643509227
"COVID","Quiescence",0.259930736447839
"COVID","Quiescence",0.353217050104666
"COVID","Quiescence",0.290223503716462
"COVID","Quiescence",0.260284140923896
"COVID","Quiescence",0.28593755277353
"COVID","Quiescence",0.262620774018089
"COVID","Quiescence",0.170154019335152
"COVID","Quiescence",0.228493680586718
"COVID","Quiescence",0.201725573389849
"COVID","Quiescence",0.240833615848476
"COVID","Quiescence",0.17249368533516
"COVID","Quiescence",0.30766542483722
"COVID","Quiescence",0.385844622189438
"COVID","Quiescence",0.612927072927073
"COVID","Quiescence",0.416025274801157
"COVID","Quiescence",0.545479665344356
"COVID","Quiescence",0.416741914218452
"COVID","Quiescence",0.622397602397602
"COVID","Quiescence",0.603956043956044
"COVID","Quiescence",0.547043604502155
"COVID","Quiescence",0.577921269538556
"COVID","Quiescence",0.623276723276723
"COVID","Quiescence",0.541695063135352
"COVID","Quiescence",0.61042957042957
"COVID","Quiescence",0.554375276571948
"COVID","Quiescence",0.611490459212634
"COVID","Quiescence",0.540775796428718
"COVID","Quiescence",0.394932112588101
"COVID","Quiescence",0.617442557442557
"COVID","Quiescence",0.631608391608392
"COVID","Quiescence",0.549587074129924
"COVID","Quiescence",0.593338484876625
"COVID","Quiescence",0.371242618521946
"COVID","Quiescence",0.59779043621573
"COVID","Quiescence",0.39244628906911
"COVID","Quiescence",0.298377901283996
"COVID","Quiescence",0.364687573671199
"COVID","Quiescence",0.383774302520402
"COVID","Quiescence",0.525988485030885
"COVID","Quiescence",0.610769230769231
"COVID","Quiescence",0.618281718281718
"COVID","Quiescence",0.537509264919682
"COVID","Quiescence",0.623956043956044
"COVID","Quiescence",0.623476523476523
"COVID","Quiescence",0.566151426157456
"COVID","Quiescence",0.619060939060939
"COVID","Quiescence",0.301331941810422
"COVID","Quiescence",0.628311688311688
"COVID","Quiescence",0.15285146626975
"COVID","Quiescence",0.327388950960981
"COVID","Quiescence",0.249663806155051
"COVID","Quiescence",0.222291336673997
"COVID","Quiescence",0.213105071188296
"COVID","Quiescence",0.264349389969092
"COVID","Quiescence",0.261728967785871
"COVID","Quiescence",0.193491754732587
"COVID","Quiescence",0.328126764597852
"COVID","Quiescence",0.28525191913777
"COVID","Quiescence",0.1540674263115
"COVID","Quiescence",0.25600062098111
"COVID","Quiescence",0.142981639102632
"COVID","Quiescence",0.331070547016456
"COVID","Quiescence",0.38638467112595
"COVID","Quiescence",0.128731359309041
"COVID","Quiescence",0.354410412769971
"COVID","Quiescence",0.199885960757727
"COVID","Quiescence",0.19134958849711
"COVID","Quiescence",0.146916849511271
"COVID","Quiescence",0.343522481731708
"COVID","Quiescence",0.143227856542659
"COVID","Quiescence",0.281382211693401
"COVID","Quiescence",0.273376561120629
"COVID","Quiescence",0.336711257452332
"COVID","Quiescence",0.20662938523179
"COVID","Quiescence",0.300886172353484
"COVID","Quiescence",0.331470658049513
"COVID","Quiescence",0.234229271352737
"COVID","Quiescence",0.322762476944069
"COVID","Quiescence",0.164082135517742
"COVID","Quiescence",0.255114161079146
"COVID","Quiescence",0.207644384333109
"COVID","Quiescence",0.207188849818367
"COVID","Quiescence",0.27394151159614
"COVID","Quiescence",0.272358472427031
"COVID","Quiescence",0.269443811947712
"COVID","Quiescence",0.232190476972946
"COVID","Quiescence",0.164748773395304
"COVID","Quiescence",0.305969120715189
"COVID","Quiescence",0.352545352362983
"COVID","Quiescence",0.346592331643582
"COVID","Quiescence",0.19330254521314
"COVID","Quiescence",0.324594579725348
"COVID","Quiescence",0.231417337039997
"COVID","Quiescence",0.250978979593064
"COVID","Quiescence",0.292832605736491
"COVID","Quiescence",0.400683983673511
"COVID","Quiescence",0.151885510195361
"COVID","Quiescence",0.296457112915188
"COVID","Quiescence",0.320422386535125
"COVID","Quiescence",0.33970991666541
"COVID","Quiescence",0.26946151249492
"COVID","Quiescence",0.314400854756128
"COVID","Quiescence",0.339076721468065
"COVID","Quiescence",0.259488498509949
"COVID","Quiescence",0.317154289536434
"COVID","Quiescence",0.26014118803696
"COVID","Quiescence",0.275983707223971
"COVID","Quiescence",0.227869802124421
"COVID","Quiescence",0.367350174194029
"COVID","Quiescence",0.135843697854253
"COVID","Quiescence",0.251402828718286
"COVID","Quiescence",0.293991613785678
"COVID","Quiescence",0.289477653003145
"COVID","Quiescence",0.760599400599401
"COVID","Quiescence",0.735424575424576
"COVID","Quiescence",0.738601398601399
"COVID","Quiescence",0.752087912087912
"COVID","Quiescence",0.725994005994006
"COVID","Quiescence",0.758981018981019
"COVID","Quiescence",0.765454545454545
"COVID","Quiescence",0.766133866133866
"COVID","Quiescence",0.724495504495504
"COVID","Quiescence",0.766853146853147
"COVID","Quiescence",0.807972027972028
"COVID","Quiescence",0.744795204795205
"COVID","Quiescence",0.776423576423576
"COVID","Quiescence",0.774505494505494
"COVID","Quiescence",0.774385614385614
"COVID","Quiescence",0.755744255744256
"COVID","Quiescence",0.767332667332667
"COVID","Quiescence",0.762057942057942
"COVID","Quiescence",0.726373626373626
"COVID","Quiescence",0.761678321678322
"COVID","Quiescence",0.751328671328671
"COVID","Quiescence",0.698721278721279
"COVID","Quiescence",0.779220779220779
"COVID","Quiescence",0.824355644355644
"COVID","Quiescence",0.777902097902098
"COVID","Quiescence",0.746373626373626
"COVID","Quiescence",0.757342657342657
"COVID","Quiescence",0.793706293706294
"COVID","Quiescence",0.779260739260739
"COVID","Quiescence",0.743976023976024
"COVID","Quiescence",0.734325674325674
"COVID","Quiescence",0.791368631368631
"COVID","Quiescence",0.712767232767233
"COVID","Quiescence",0.783516483516484
"COVID","Quiescence",0.781238761238761
"COVID","Quiescence",0.743336663336663
"COVID","Quiescence",0.718261738261738
"COVID","Quiescence",0.752267732267732
"COVID","Quiescence",0.771128871128871
"COVID","Quiescence",0.762697302697303
"COVID","Quiescence",0.816543456543457
"COVID","Quiescence",0.716923076923077
"COVID","Quiescence",0.577845436637519
"COVID","Quiescence",0.762257742257742
"COVID","Quiescence",0.731788211788212
"COVID","Quiescence",0.724455544455544
"COVID","Quiescence",0.773426573426574
"COVID","Quiescence",0.799160839160839
"COVID","Quiescence",0.744915084915085
"COVID","Quiescence",0.784835164835165
"COVID","Quiescence",0.732087912087912
"COVID","Quiescence",0.788291708291708
"COVID","Quiescence",0.740699300699301
"COVID","Quiescence",0.737062937062937
"COVID","Quiescence",0.663316683316683
"COVID","Quiescence",0.716503496503497
"COVID","Quiescence",0.782377622377622
"COVID","Quiescence",0.794585414585415
"COVID","Quiescence",0.781478521478521
"COVID","Quiescence",0.755664335664336
"COVID","Quiescence",0.779220779220779
"COVID","Quiescence",0.79014985014985
"COVID","Quiescence",0.776483516483517
"COVID","Quiescence",0.801158841158841
"COVID","Quiescence",0.736643356643357
"COVID","Quiescence",0.806173826173826
"COVID","Quiescence",0.799420579420579
"COVID","Quiescence",0.75964035964036
"COVID","Quiescence",0.781538461538462
"COVID","Quiescence",0.825074925074925
"COVID","Quiescence",0.349589232064626
"COVID","Quiescence",0.337093245387648
"COVID","Quiescence",0.377178161012762
"COVID","Quiescence",0.234102709952142
"COVID","Quiescence",0.18524973098973
"COVID","Quiescence",0.194029011307388
"COVID","Quiescence",0.33379177730389
"COVID","Quiescence",0.0279924974903956
"COVID","Quiescence",0.307389659696061
"COVID","Quiescence",0.545289354561667
"COVID","Quiescence",0.670749250749251
"COVID","Quiescence",0.677182817182817
"COVID","Quiescence",0.156059806089538
"COVID","Quiescence",0.226626983297073
"COVID","Quiescence",0.671788211788212
"COVID","Quiescence",0.270349694247842
"COVID","Quiescence",0.381266950680086
"COVID","Quiescence",0.607288945454017
"COVID","Quiescence",0.350472515627951
"COVID","Quiescence",0.578817725380576
"COVID","Quiescence",0.213444973866986
"COVID","Quiescence",0.684075924075924
"COVID","Quiescence",0.366201026330615
"COVID","Quiescence",0.210951690394965
"COVID","Quiescence",0.54193080687807
"COVID","Quiescence",0.287236025393058
"COVID","Quiescence",0.606647594094478
"COVID","Quiescence",0.294208413848027
"COVID","Quiescence",0.353995086379919
"COVID","Quiescence",0.398887471525917
"COVID","Quiescence",0.744595404595405
"COVID","Quiescence",0.715304695304695
"COVID","Quiescence",0.757142857142857
"COVID","Quiescence",0.717522477522477
"COVID","Quiescence",0.742857142857143
"COVID","Quiescence",0.668051948051948
"COVID","Quiescence",0.674085914085914
"COVID","Quiescence",0.728611388611389
"COVID","Quiescence",0.75044955044955
"COVID","Quiescence",0.726193806193806
"COVID","Quiescence",0.704055944055944
"COVID","Quiescence",0.692867132867133
"COVID","Quiescence",0.797762237762238
"COVID","Quiescence",0.571348651348651
"COVID","Quiescence",0.775504495504496
"COVID","Quiescence",0.733146853146853
"COVID","Quiescence",0.721118881118881
"COVID","Quiescence",0.701378621378622
"COVID","Quiescence",0.829210789210789
"COVID","Quiescence",0.647752247752248
"COVID","Quiescence",0.76031968031968
"COVID","Quiescence",0.757002997002997
"COVID","Quiescence",0.805734265734266
"COVID","Quiescence",0.781818181818182
"COVID","Quiescence",0.756343656343656
"COVID","Quiescence",0.702737262737263
"COVID","Quiescence",0.705554445554446
"COVID","Quiescence",0.723976023976024
"COVID","Quiescence",0.702477522477522
"COVID","Quiescence",0.69022977022977
"COVID","Quiescence",0.702777222777223
"COVID","Quiescence",0.711728271728272
"COVID","Quiescence",0.766213786213786
"COVID","Quiescence",0.723256743256743
"COVID","Quiescence",0.784135864135864
"COVID","Quiescence",0.830509490509491
"COVID","Quiescence",0.745094905094905
"COVID","Quiescence",0.726813186813187
"COVID","Quiescence",0.797422577422577
"COVID","Quiescence",0.663636363636364
"COVID","Quiescence",0.78969030969031
"COVID","Quiescence",0.724475524475524
"COVID","Quiescence",0.758021978021978
"COVID","Quiescence",0.710989010989011
"COVID","Quiescence",0.807492507492507
"COVID","Quiescence",0.725334665334665
"COVID","Quiescence",0.807132867132867
"COVID","Quiescence",0.735604395604396
"COVID","Quiescence",0.725734265734266
"COVID","Quiescence",0.711868131868132
"COVID","Quiescence",0.704215784215784
"COVID","Quiescence",0.752627372627373
"COVID","Quiescence",0.761498501498502
"COVID","Quiescence",0.704715284715285
"COVID","Quiescence",0.747092907092907
"COVID","Quiescence",0.726833166833167
"COVID","Quiescence",0.724075924075924
"COVID","Quiescence",0.679060939060939
"COVID","Quiescence",0.718521478521479
"COVID","Quiescence",0.714765234765235
"COVID","Quiescence",0.695464535464535
"COVID","Quiescence",0.691268731268731
"COVID","Quiescence",0.779360639360639
"COVID","Quiescence",0.789530469530469
"COVID","Quiescence",0.708911088911089
"COVID","Quiescence",0.771168831168831
"COVID","Quiescence",0.73034965034965
"COVID","Quiescence",0.768671328671329
"COVID","Quiescence",0.742997002997003
"COVID","Quiescence",0.7004995004995
"COVID","Quiescence",0.851768231768232
"COVID","Quiescence",0.722677322677323
"COVID","Quiescence",0.720639360639361
"COVID","Quiescence",0.747592407592408
"COVID","Quiescence",0.682437562437562
"COVID","Quiescence",0.776423576423576
"COVID","Quiescence",0.789150849150849
"COVID","Quiescence",0.747492507492508
"COVID","Quiescence",0.747472527472527
"COVID","Quiescence",0.723536463536464
"COVID","Quiescence",0.690709290709291
"COVID","Quiescence",0.702357642357642
"COVID","Quiescence",0.788291708291708
"COVID","Quiescence",0.720919080919081
"COVID","Quiescence",0.717882117882118
"COVID","Quiescence",0.711168831168831
"COVID","Quiescence",0.703136863136863
"COVID","Quiescence",0.737542457542458
"COVID","Quiescence",0.708211788211788
"COVID","Quiescence",0.704595404595405
"COVID","Quiescence",0.703536463536464
"COVID","Quiescence",0.686153846153846
"COVID","Quiescence",0.721398601398601
"COVID","Quiescence",0.668551448551449
"COVID","Quiescence",0.701178821178821
"COVID","Quiescence",0.725354645354645
"COVID","Quiescence",0.711868131868132
"COVID","Quiescence",0.674465534465534
"COVID","Quiescence",0.741638361638362
"COVID","Quiescence",0.755304695304695
"COVID","Quiescence",0.801218781218781
"COVID","Quiescence",0.692267732267732
"COVID","Quiescence",0.692487512487513
"COVID","Quiescence",0.687992007992008
"COVID","Quiescence",0.754905094905095
"COVID","Quiescence",0.373471208076549
"COVID","Quiescence",0.386813163741178
"COVID","Quiescence",0.469920321493431
"COVID","Quiescence",0.661518481518482
"COVID","Quiescence",0.427423573484755
"COVID","Quiescence",0.422593519446026
"COVID","Quiescence",0.260292815342827
"COVID","Quiescence",0.491499608839397
"COVID","Quiescence",0.702677322677323
"COVID","Quiescence",0.531182164187992
"COVID","Quiescence",0.666573426573427
"COVID","Quiescence",0.65004995004995
"COVID","Quiescence",0.627712287712288
"COVID","Quiescence",0.62356244710355
"COVID","Quiescence",0.395823801718898
"COVID","Quiescence",0.43182775882945
"COVID","Quiescence",0.317313141219007
"COVID","Quiescence",0.467954097254441
"COVID","Quiescence",0.434948777802835
"COVID","Quiescence",0.23511322486272
"COVID","Quiescence",0.432199981243307
"COVID","Quiescence",0.473063728682197
"COVID","Quiescence",0.645814185814186
"COVID","Quiescence",0.428841987198993
"COVID","Quiescence",0.49903173859718
"COVID","Quiescence",0.64977022977023
"COVID","Quiescence",0.281091633228664
"COVID","Quiescence",0.325379508360598
"COVID","Quiescence",0.612567432567433
"COVID","Quiescence",0.648191808191808
"COVID","Quiescence",0.631248751248751
"COVID","Quiescence",0.618396249049198
"COVID","Quiescence",0.635104895104895
"COVID","Quiescence",0.317771981024546
"COVID","Quiescence",0.295934449888653
"COVID","Quiescence",0.400505803625116
"COVID","Quiescence",0.365546171659651
"COVID","Quiescence",0.553401977520097
"COVID","Quiescence",0.654725274725275
"COVID","Quiescence",0.324577962147677
"COVID","Regulating",0.341510389965401
"COVID","Regulating",0.34970576700162
"COVID","Regulating",0.301194803922502
"COVID","Regulating",0.346104287096117
"COVID","Regulating",0.306445525548585
"COVID","Regulating",0.360625500116001
"COVID","Regulating",0.225372399708589
"COVID","Regulating",0.324729330507888
"COVID","Regulating",0.343973187261449
"COVID","Regulating",0.322503385056574
"COVID","Regulating",0.35171408703152
