"cluster","genes","expressions"
"COVID","Senescence",0.339773288330436
"COVID","Senescence",0.72242883837376
"COVID","Senescence",0.739182888554271
"COVID","Senescence",0.712568712468932
"COVID","Senescence",0.567817080190073
"COVID","Senescence",0.746367083325774
"COVID","Senescence",0.656573719634985
"COVID","Senescence",0.741858819687596
"COVID","Senescence",0.541154523282172
"COVID","Senescence",0.6972165792209
"COVID","Senescence",0.679396237368698
"COVID","Senescence",0.757225014059977
"COVID","Senescence",0.673028428366684
"COVID","Senescence",0.569439879906207
"COVID","Senescence",0.693483427368879
"COVID","Senescence",0.684829738212297
"COVID","Senescence",0.661027557555197
"COVID","Senescence",0.658442335951815
"COVID","Senescence",0.70584713630014
"COVID","Senescence",0.713766078264182
"COVID","Senescence",0.539698983408941
"COVID","Senescence",0.687151902178843
"COVID","Senescence",0.694317955044357
"COVID","Senescence",0.683487237169137
"COVID","Senescence",0.530873706681947
"COVID","Senescence",0.674289290832895
"COVID","Senescence",0.681618620852307
"COVID","Senescence",0.195030274835456
"COVID","Senescence",0.666025652655068
"COVID","Senescence",0.760808040492734
"COVID","Senescence",0.736915150305691
"COVID","Senescence",0.654977231907984
"COVID","Senescence",0.725059414742113
"COVID","Senescence",0.682244516608915
"COVID","Senescence",0.715090437401353
"COVID","Senescence",0.71701347943615
"COVID","Senescence",0.671014676801945
"COVID","Senescence",0.776274015348053
"COVID","Senescence",0.632088601979647
"COVID","Senescence",0.668356887574609
"COVID","Senescence",0.692023003936794
"COVID","Senescence",0.657061937219742
"COVID","Senescence",0.717911503782587
"COVID","Senescence",0.764427350737468
"COVID","Senescence",0.695633243228534
"COVID","Senescence",0.701357014567951
"COVID","Senescence",0.571433828197344
"COVID","Senescence",0.353394583869792
"COVID","Senescence",0.388279141343667
"COVID","Senescence",0.75785998076958
"COVID","Senescence",0.607443058589678
"COVID","Senescence",0.675441301863174
"COVID","Senescence",0.655349140980751
"COVID","Senescence",0.661268205952229
"COVID","Senescence",0.680375900292085
"COVID","Senescence",0.685646123981786
"COVID","Senescence",0.452163836993726
"COVID","Senescence",0.561277976739819
"COVID","Senescence",0.318031410421382
"COVID","Senescence",0.690109032854992
"COVID","Senescence",0.421172641880257
"COVID","Senescence",0.378466409038446
"COVID","Senescence",0.680049345984289
"COVID","Senescence",0.682144736125977
"COVID","Senescence",0.169629760971224
"COVID","Senescence",0.705683859146242
"COVID","Senescence",0.533516648327633
"COVID","Senescence",0.756145570653653
"COVID","Senescence",0.657952504490122
"COVID","Senescence",0.418306499877979
"COVID","Senescence",0.361594145061602
"COVID","Senescence",0.725603671921772
"COVID","Senescence",0.338515949842539
"COVID","Senescence",0.106455003575766
"COVID","Senescence",0.190996172251571
"COVID","Senescence",0.0852218162033425
"COVID","Senescence",0.244646697927893
"COVID","Senescence",0.192436132846445
"COVID","Senescence",0.272842869426987
"COVID","Senescence",0.351479433118271
"COVID","Senescence",0.239294112371952
"COVID","Senescence",0.181912706402904
"COVID","Senescence",0.260996133366406
"COVID","Senescence",0.271322601935547
"COVID","Senescence",0.367208514081384
"COVID","Senescence",0.306723451286645
"COVID","Senescence",0.0928749491391171
"COVID","Senescence",0.254548302723313
"COVID","Senescence",0.237551241132795
"COVID","Senescence",0.0769140835932473
"COVID","Senescence",0.254305889897287
"COVID","Senescence",0.225276512173751
"COVID","Senescence",0.113568926767441
"COVID","Senescence",0.246748346804335
"COVID","Senescence",0.103176878906658
"COVID","Senescence",0.0340148262292742
"COVID","Senescence",0.299431866885605
"COVID","Senescence",0.256186182317547
"COVID","Senescence",0.193545551973835
"COVID","Senescence",0.213125754025518
"COVID","Senescence",0.323484695862386
"COVID","Senescence",0.170119084773196
"COVID","Senescence",0.348500896338878
"COVID","Senescence",0.462821270043988
"COVID","Senescence",0.205755021701634
"COVID","Senescence",0.306687105196445
"COVID","Senescence",0.163446221776169
"COVID","Senescence",0.245475453179499
"COVID","Senescence",0.114730943383362
"COVID","Senescence",0.307244741967948
"COVID","Senescence",0.227340791528214
"COVID","Senescence",0.250489037830537
"COVID","Terminal_exhaustion",0.437015231934738
"COVID","Terminal_exhaustion",0.361364126503226
"COVID","Terminal_exhaustion",0.444393005774488
"COVID","Terminal_exhaustion",0.413620943329442
"COVID","Terminal_exhaustion",0.47887275051312
"COVID","Terminal_exhaustion",0.308462333229076
"COVID","Terminal_exhaustion",0.494712345042166
"COVID","Terminal_exhaustion",0.396720931430806
"COVID","Terminal_exhaustion",0.460087460085636
"COVID","Terminal_exhaustion",0.328299993103559
"COVID","Terminal_exhaustion",0.477441171388453
"COVID","Terminal_exhaustion",0.344727311631861
"COVID","Terminal_exhaustion",0.475526125380499
"COVID","Terminal_exhaustion",0.358406476768728
"COVID","Terminal_exhaustion",0.438482172514153
"COVID","Terminal_exhaustion",0.496447939726751
"COVID","Terminal_exhaustion",0.545270111575963
"COVID","Terminal_exhaustion",0.438936478104709
"COVID","Terminal_exhaustion",0.451054168395154
"COVID","Terminal_exhaustion",0.417959441552701
"COVID","Terminal_exhaustion",0.455754891045481
"COVID","Terminal_exhaustion",0.476631314494521
"COVID","Terminal_exhaustion",0.411193945333864
"COVID","Terminal_exhaustion",0.373027995439756
"COVID","Terminal_exhaustion",0.462675220195618
"COVID","Terminal_exhaustion",0.390402827351454
"COVID","Terminal_exhaustion",0.387644252014281
"COVID","Terminal_exhaustion",0.494273115782018
"COVID","Terminal_exhaustion",0.520321469339374
"COVID","Terminal_exhaustion",0.41580818961809
"COVID","Terminal_exhaustion",0.296280559190872
"COVID","Terminal_exhaustion",0.454624272598514
"COVID","Terminal_exhaustion",0.45401904746741
"COVID","Terminal_exhaustion",0.402366200642193
"COVID","Terminal_exhaustion",0.421597827998196
"COVID","Terminal_exhaustion",0.49808596018282
"COVID","Terminal_exhaustion",0.352023157484827
"COVID","Terminal_exhaustion",0.506873743289666
"COVID","Terminal_exhaustion",0.335587626848872
"COVID","Terminal_exhaustion",0.365213340582031
"COVID","Terminal_exhaustion",0.401825574599879
"COVID","Terminal_exhaustion",0.361046211697609
"COVID","Terminal_exhaustion",0.354538247303027
"COVID","Terminal_exhaustion",0.452967008434487
"COVID","Terminal_exhaustion",0.231123031620799
"COVID","Terminal_exhaustion",0.358953489330095
"COVID","Terminal_exhaustion",0.331201659654074
"COVID","Terminal_exhaustion",0.373217588153625
"COVID","Terminal_exhaustion",0.165951609259736
"COVID","Terminal_exhaustion",0.343552868884044
"COVID","Terminal_exhaustion",0.278671252774036
"COVID","Terminal_exhaustion",0.227871240659493
"COVID","Terminal_exhaustion",0.212311152676007
"COVID","Terminal_exhaustion",0.186289830459044
"COVID","Terminal_exhaustion",0.32951985837462
"COVID","Terminal_exhaustion",0.274171726359979
"COVID","Terminal_exhaustion",0.318691078930202
"COVID","Terminal_exhaustion",0.297691874649225
"COVID","Terminal_exhaustion",0.275057837476507
"COVID","Terminal_exhaustion",0.267751659557507
"COVID","Terminal_exhaustion",0.252615618606326
"COVID","Terminal_exhaustion",0.2589247648682
"COVID","Terminal_exhaustion",0.306289520541665
"COVID","Terminal_exhaustion",0.44759513000498
"COVID","Terminal_exhaustion",0.350498281657909
"COVID","Terminal_exhaustion",0.286919637292484
"COVID","Terminal_exhaustion",0.469857228501751
"COVID","Terminal_exhaustion",0.3393455065074
"COVID","Terminal_exhaustion",0.294473276094496
"COVID","Terminal_exhaustion",0.205672193183795
"COVID","Terminal_exhaustion",0.291003783077916
"COVID","Terminal_exhaustion",0.356509356710112
"COVID","Terminal_exhaustion",0.290350439677788
"COVID","Terminal_exhaustion",0.236620204192721
"COVID","Terminal_exhaustion",0.232412154412187
"COVID","Terminal_exhaustion",0.283489996047874
"COVID","Terminal_exhaustion",0.281494131943927
"COVID","Terminal_exhaustion",0.259548540834312
"COVID","Terminal_exhaustion",0.32063640825121
"COVID","Terminal_exhaustion",0.186885660270696
"COVID","Terminal_exhaustion",0.260696180508671
"COVID","Terminal_exhaustion",0.208406534571452
"COVID","Terminal_exhaustion",0.345139196670889
"COVID","Terminal_exhaustion",0.391176837878312
"COVID","Terminal_exhaustion",0.36003531006734
"COVID","Terminal_exhaustion",0.241761614637721
"COVID","Terminal_exhaustion",0.301351270173813
"COVID","Terminal_exhaustion",0.186267450416313
"COVID","Terminal_exhaustion",0.270668003978122
"COVID","Terminal_exhaustion",0.255058007921816
"COVID","Terminal_exhaustion",0.234680294032003
"COVID","Terminal_exhaustion",0.334264736223525
"COVID","Terminal_exhaustion",0.271042770795093
"COVID","Terminal_exhaustion",0.318100933360006
"COVID","Terminal_exhaustion",0.197425054688544
"COVID","Terminal_exhaustion",0.248444633496298
"COVID","Terminal_exhaustion",0.267119835702312
"COVID","Terminal_exhaustion",0.311126452280099
"COVID","Terminal_exhaustion",0.28404762109143
"COVID","Terminal_exhaustion",0.281117200377846
"COVID","Terminal_exhaustion",0.287030046233866
"COVID","Terminal_exhaustion",0.180165685868964
"COVID","Terminal_exhaustion",0.265389275549014
"COVID","Terminal_exhaustion",0.336599956661444
"COVID","Terminal_exhaustion",0.312526841399388
"COVID","Terminal_exhaustion",0.219967677013128
"COVID","Terminal_exhaustion",0.18495668990808
"COVID","Terminal_exhaustion",0.339984251779575
"COVID","Terminal_exhaustion",0.237239912468235
"COVID","Terminal_exhaustion",0.236226625771755
"COVID","Terminal_exhaustion",0.227569938785817
"COVID","Terminal_exhaustion",0.28005800640099
"COVID","Terminal_exhaustion",0.277876801242243
"COVID","Terminal_exhaustion",0.250171778343755
"COVID","Terminal_exhaustion",0.203096857305208
"COVID","Terminal_exhaustion",0.286938401682431
"COVID","Terminal_exhaustion",0.201148830491506
"COVID","Terminal_exhaustion",0.273081674149247
"COVID","Terminal_exhaustion",0.269785076383147
"COVID","Terminal_exhaustion",0.33534958526583
"COVID","Terminal_exhaustion",0.249241943084251
"COVID","Terminal_exhaustion",0.238211453829875
"COVID","Terminal_exhaustion",0.296194915958164
"COVID","Terminal_exhaustion",0.278906701375364
"COVID","Terminal_exhaustion",0.245354820082589
"COVID","Terminal_exhaustion",0.333750914966199
"COVID","Terminal_exhaustion",0.29484818588588
"COVID","Terminal_exhaustion",0.224039850764802
"COVID","Terminal_exhaustion",0.262468224172972
"COVID","Terminal_exhaustion",0.285302271350322
"COVID","Terminal_exhaustion",0.315920723570042
"COVID","Terminal_exhaustion",0.231071653318502
"COVID","Terminal_exhaustion",0.254960040334974
"COVID","Terminal_exhaustion",0.262700829454369
"COVID","Terminal_exhaustion",0.392752188417036
"COVID","Terminal_exhaustion",0.217509307641022
"COVID","Terminal_exhaustion",0.217526499904008
"COVID","Terminal_exhaustion",0.272461057376393
"COVID","Terminal_exhaustion",0.245964135674148
"COVID","Terminal_exhaustion",0.256952707755198
"COVID","Terminal_exhaustion",0.316190099573241
"COVID","Terminal_exhaustion",0.20771104391892
"COVID","Terminal_exhaustion",0.253562972470043
"COVID","Terminal_exhaustion",0.231526109811677
"COVID","Terminal_exhaustion",0.340010770302926
"COVID","Terminal_exhaustion",0.331511509901198
"COVID","Terminal_exhaustion",0.20441286867799
"COVID","Terminal_exhaustion",0.27866762344574
"COVID","Terminal_exhaustion",0.342647684091471
"COVID","Terminal_exhaustion",0.333740556639929
"COVID","Terminal_exhaustion",0.27343019580898
"COVID","Terminal_exhaustion",0.258986979072518
"COVID","Terminal_exhaustion",0.270858136173271
"COVID","Terminal_exhaustion",0.235507331479615
"COVID","Terminal_exhaustion",0.279667795291963
"COVID","Terminal_exhaustion",0.225326453062876
"COVID","Terminal_exhaustion",0.311734066684372
"COVID","Terminal_exhaustion",0.228688045829666
"COVID","Terminal_exhaustion",0.319927682550329
"COVID","Terminal_exhaustion",0.305789097776284
"COVID","Terminal_exhaustion",0.286609785377073
"COVID","Terminal_exhaustion",0.288503616174787
"COVID","Terminal_exhaustion",0.259006341702805
"COVID","Terminal_exhaustion",0.250928330060878
"COVID","Terminal_exhaustion",0.264640792051624
"COVID","Terminal_exhaustion",0.237086755940846
"COVID","Terminal_exhaustion",0.225317391037492
"COVID","Terminal_exhaustion",0.259914061282157
"COVID","Terminal_exhaustion",0.322898112752556
"COVID","Terminal_exhaustion",0.254260212195966
"COVID","Terminal_exhaustion",0.310337675337317
"COVID","Terminal_exhaustion",0.331640227220535
"COVID","Terminal_exhaustion",0.311894907571566
"COVID","Terminal_exhaustion",0.38101734592119
"COVID","Terminal_exhaustion",0.446443766507731
"COVID","Terminal_exhaustion",0.21877815959576
"COVID","Terminal_exhaustion",0.299445745837416
"COVID","Terminal_exhaustion",0.350764035533294
"COVID","Terminal_exhaustion",0.202508754762901
"COVID","Terminal_exhaustion",0.147560092084591
"COVID","Terminal_exhaustion",0.304060384213921
"COVID","Terminal_exhaustion",0.299720836141259
"COVID","Terminal_exhaustion",0.246015220916424
"COVID","Terminal_exhaustion",0.281807040722311
"COVID","Terminal_exhaustion",0.301449885638836
"COVID","Terminal_exhaustion",0.304558072671276
"COVID","Terminal_exhaustion",0.289814675757593
"COVID","Terminal_exhaustion",0.275534854636127
"COVID","Terminal_exhaustion",0.37983141889788
"COVID","Terminal_exhaustion",0.378903814514063
"COVID","Terminal_exhaustion",0.33832340710426
"COVID","Terminal_exhaustion",0.380791113338684
"COVID","Terminal_exhaustion",0.294321707507305
"COVID","Terminal_exhaustion",0.413432088576275
"COVID","Terminal_exhaustion",0.365948000443024
"COVID","Terminal_exhaustion",0.307657706107892
"COVID","Terminal_exhaustion",0.34093653207674
"COVID","Terminal_exhaustion",0.40212276019025
"COVID","Terminal_exhaustion",0.242474995957021
"COVID","Terminal_exhaustion",0.366052664887118
"COVID","Terminal_exhaustion",0.229169862062163
"COVID","Terminal_exhaustion",0.208824594036872
"COVID","Terminal_exhaustion",0.274534251233429
"COVID","Terminal_exhaustion",0.222792283464008
"COVID","Terminal_exhaustion",0.439328619652462
"COVID","Terminal_exhaustion",0.352938428458046
"COVID","Terminal_exhaustion",0.323519413041046
"COVID","Terminal_exhaustion",0.172783062276793
"COVID","Terminal_exhaustion",0.287190723439875
"COVID","Terminal_exhaustion",0.242409670724189
"COVID","Terminal_exhaustion",0.199184086455291
"COVID","Terminal_exhaustion",0.259319695438418
"COVID","Terminal_exhaustion",0.326549238000626
"COVID","Terminal_exhaustion",0.298424114687521
"COVID","Terminal_exhaustion",0.232424669469006
"COVID","Terminal_exhaustion",0.283597475643445
"COVID","Terminal_exhaustion",0.32211216185301
"COVID","Terminal_exhaustion",0.300513853096396
"COVID","Terminal_exhaustion",0.307231172442088
"COVID","Terminal_exhaustion",0.334158096329987
"COVID","Terminal_exhaustion",0.193041821842777
"COVID","Terminal_exhaustion",0.267173793262466
"COVID","Terminal_exhaustion",0.20909589415378
"COVID","Terminal_exhaustion",0.247773500133344
"COVID","Terminal_exhaustion",0.293284971498793
"COVID","Terminal_exhaustion",0.297920050890979
"COVID","Terminal_exhaustion",0.281251395604727
"COVID","Terminal_exhaustion",0.232593887126728
"COVID","Terminal_exhaustion",0.215026001993667
"COVID","Terminal_exhaustion",0.227798862562847
"COVID","Terminal_exhaustion",0.306231732817717
"COVID","Terminal_exhaustion",0.259581205241004
"COVID","Terminal_exhaustion",0.247028563995497
"COVID","Terminal_exhaustion",0.266504415967531
"COVID","Terminal_exhaustion",0.275885763087061
"COVID","Terminal_exhaustion",0.246091618249282
"COVID","Terminal_exhaustion",0.311769301479925
"COVID","Terminal_exhaustion",0.27380003192219
"COVID","Terminal_exhaustion",0.240218562752919
"COVID","Terminal_exhaustion",0.226798711012877
"COVID","Terminal_exhaustion",0.196725345683218
"COVID","Terminal_exhaustion",0.328185679368984
"COVID","Terminal_exhaustion",0.268213346945165
"COVID","Terminal_exhaustion",0.229417303376523
"COVID","Terminal_exhaustion",0.147987244331273
"COVID","Terminal_exhaustion",0.245591483999752
"COVID","Terminal_exhaustion",0.254396981822916
"COVID","Terminal_exhaustion",0.229541256976178
"COVID","Terminal_exhaustion",0.265071967189081
"COVID","Terminal_exhaustion",0.167268322738441
"COVID","Terminal_exhaustion",0.260172086214995
"COVID","Terminal_exhaustion",0.158070492592183
"COVID","Terminal_exhaustion",0.202542967010954
"COVID","Terminal_exhaustion",0.214308071140256
"COVID","Terminal_exhaustion",0.14844936550899
"COVID","Terminal_exhaustion",0.195820288999469
"COVID","Terminal_exhaustion",0.295419476080261
"COVID","Terminal_exhaustion",0.245541374217043
"COVID","Terminal_exhaustion",0.323845275374999
"COVID","Terminal_exhaustion",0.165374954476974
"COVID","Terminal_exhaustion",0.267724078250702
"COVID","Terminal_exhaustion",0.240790213658301
"COVID","Terminal_exhaustion",0.247577853396779
"COVID","Terminal_exhaustion",0.279718246659622
"COVID","Terminal_exhaustion",0.29305278224947
"COVID","Terminal_exhaustion",0.264375237303378
"COVID","Terminal_exhaustion",0.184875278909843
"COVID","Terminal_exhaustion",0.2777374727594
"COVID","Terminal_exhaustion",0.292045026787364
"COVID","Terminal_exhaustion",0.236827175473736
"COVID","Terminal_exhaustion",0.265508717886259
"COVID","Terminal_exhaustion",0.242171788237041
"COVID","Terminal_exhaustion",0.267038421276822
"COVID","Terminal_exhaustion",0.301862873825784
"COVID","Terminal_exhaustion",0.27336540571193
"COVID","Terminal_exhaustion",0.351486755512102
"COVID","Terminal_exhaustion",0.377468882907832
"COVID","Terminal_exhaustion",0.345075088761495
"COVID","Terminal_exhaustion",0.362761044344902
"COVID","Terminal_exhaustion",0.270330284134799
"COVID","Terminal_exhaustion",0.301348286546756
"COVID","Terminal_exhaustion",0.313139687231833
"COVID","Terminal_exhaustion",0.481653896139156
"COVID","Terminal_exhaustion",0.273981112506232
"COVID","Terminal_exhaustion",0.301614048938412
"COVID","Terminal_exhaustion",0.412284595869723
"COVID","Terminal_exhaustion",0.468714968848846
"COVID","Terminal_exhaustion",0.384909882980637
"COVID","Terminal_exhaustion",0.394437056400058
"COVID","Terminal_exhaustion",0.310938576676552
"COVID","Terminal_exhaustion",0.18950340517331
"COVID","Terminal_exhaustion",0.350889402804903
"COVID","Terminal_exhaustion",0.0970726517166874
"COVID","Terminal_exhaustion",0.224958435149109
"COVID","Terminal_exhaustion",0.329431511446325
"COVID","Terminal_exhaustion",0.301418975747968
"COVID","Terminal_exhaustion",0.263058950794486
"COVID","Terminal_exhaustion",0.274994699882341
"COVID","Terminal_exhaustion",0.327676155349953
"COVID","Terminal_exhaustion",0.36020385477777
"COVID","Terminal_exhaustion",0.369056475764296
"COVID","Terminal_exhaustion",0.276073225184642
"COVID","Terminal_exhaustion",0.319331507299109
"COVID","Terminal_exhaustion",0.307166276000598
"COVID","Terminal_exhaustion",0.322445040363605
"COVID","Terminal_exhaustion",0.345889929998953
"COVID","Terminal_exhaustion",0.404421419699815
"COVID","Terminal_exhaustion",0.308679392607567
"COVID","Terminal_exhaustion",0.292299917701468
"COVID","Terminal_exhaustion",0.354487035466285
"COVID","Terminal_exhaustion",0.386587049262436
"COVID","Terminal_exhaustion",0.270920544996216
"COVID","Terminal_exhaustion",0.471723336843997
"COVID","Terminal_exhaustion",0.287121267266833
"COVID","Terminal_exhaustion",0.268105710986179
"COVID","Terminal_exhaustion",0.34347844823179
"COVID","Terminal_exhaustion",0.134635298592309
"COVID","Terminal_exhaustion",0.306437001109153
"COVID","Terminal_exhaustion",0.388223400814684
"COVID","Terminal_exhaustion",0.354817274895966
"COVID","Terminal_exhaustion",0.38640848930011
"COVID","Terminal_exhaustion",0.298463901092291
"COVID","Terminal_exhaustion",0.151126043576307
"COVID","Terminal_exhaustion",0.328306070971005
"COVID","Terminal_exhaustion",0.410249073317963
"COVID","Terminal_exhaustion",0.244289527282402
"COVID","Terminal_exhaustion",0.344006195533606
"COVID","Terminal_exhaustion",0.232386306490081
"COVID","Terminal_exhaustion",0.327858610243589
"COVID","Terminal_exhaustion",0.277810346130486
"COVID","Terminal_exhaustion",0.351141902769016
"COVID","Terminal_exhaustion",0.382481870803487
"COVID","Terminal_exhaustion",0.437484908458156
"COVID","Terminal_exhaustion",0.441717214497671
"COVID","Terminal_exhaustion",0.432275803647873
"COVID","Terminal_exhaustion",0.113189128801258
"COVID","Terminal_exhaustion",0.332671379149966
"COVID","Terminal_exhaustion",0.411480814138333
"COVID","Terminal_exhaustion",0.286845808816069
"COVID","Terminal_exhaustion",0.293705892192224
"COVID","Terminal_exhaustion",0.405092669701301
"COVID","Terminal_exhaustion",0.301239595763206
"COVID","Terminal_exhaustion",0.278137562870185
"COVID","Terminal_exhaustion",0.456970862574712
"COVID","Terminal_exhaustion",0.308798951385467
"COVID","Terminal_exhaustion",0.288063752501883
"COVID","Terminal_exhaustion",0.302835232036786
"COVID","Terminal_exhaustion",0.333974283060042
"COVID","Terminal_exhaustion",0.360349691371496
"COVID","Terminal_exhaustion",0.246986540979344
"COVID","Terminal_exhaustion",0.160386136775273
"COVID","Terminal_exhaustion",0.278474215677601
"COVID","Terminal_exhaustion",0.324588016842401
"COVID","Terminal_exhaustion",0.258251705083208
"COVID","Terminal_exhaustion",0.316255969767025
"COVID","Terminal_exhaustion",0.319625106980357
"COVID","Terminal_exhaustion",0.246376726736373
"COVID","Terminal_exhaustion",0.256882684032758
"COVID","Terminal_exhaustion",0.311345302788399
"COVID","Terminal_exhaustion",0.343802858780183
"COVID","Terminal_exhaustion",0.276812903790598
"COVID","Terminal_exhaustion",0.220318688529955
"COVID","Terminal_exhaustion",0.234575350963335
"COVID","Terminal_exhaustion",0.278492266700873
"COVID","Terminal_exhaustion",0.32901809933923
"COVID","Terminal_exhaustion",0.376785966035886
"COVID","Terminal_exhaustion",0.217475883799244
"COVID","Terminal_exhaustion",0.279137180112435
"COVID","Terminal_exhaustion",0.208025702467098
"COVID","Terminal_exhaustion",0.246878842978555
"COVID","Terminal_exhaustion",0.277676400003099
"COVID","Terminal_exhaustion",0.176837487596061
"COVID","Terminal_exhaustion",0.335997238957017
"COVID","Terminal_exhaustion",0.220049800603879
"COVID","Terminal_exhaustion",0.31952021704835
"COVID","Terminal_exhaustion",0.15718937247889
"COVID","Terminal_exhaustion",0.364671475658897
"COVID","Terminal_exhaustion",0.414261747552509
"COVID","Terminal_exhaustion",0.412359786674993
"COVID","Terminal_exhaustion",0.411218169340229
"COVID","Terminal_exhaustion",0.304182310743199
"COVID","Terminal_exhaustion",0.323016552707118
"COVID","Terminal_exhaustion",0.369711464374275
"COVID","Terminal_exhaustion",0.382982259261273
"COVID","Terminal_exhaustion",0.353659190966297
"COVID","Terminal_exhaustion",0.595849065977742
"COVID","Terminal_exhaustion",0.281881538226342
"COVID","Terminal_exhaustion",0.297838241708337
"COVID","Terminal_exhaustion",0.335229174836568
"COVID","Terminal_exhaustion",0.382496970717679
"COVID","Terminal_exhaustion",0.543958171468542
"COVID","Terminal_exhaustion",0.295234728056517
"COVID","Terminal_exhaustion",0.336682320698332
"COVID","Terminal_exhaustion",0.414683028575238
"COVID","Terminal_exhaustion",0.334383445599594
"COVID","Terminal_exhaustion",0.221801703850603
"COVID","Terminal_exhaustion",0.317524018314788
"COVID","Terminal_exhaustion",0.384068618366202
"COVID","Terminal_exhaustion",0.32147573185782
"COVID","Terminal_exhaustion",0.30305917547352
"COVID","Terminal_exhaustion",0.361370333807415
"COVID","Terminal_exhaustion",0.417930133625916
"COVID","Terminal_exhaustion",0.389459077504733
"COVID","Terminal_exhaustion",0.198458925457761
"COVID","Terminal_exhaustion",0.289313460017938
"COVID","Terminal_exhaustion",0.39054682681257
"COVID","Terminal_exhaustion",0.458804026348799
"COVID","Terminal_exhaustion",0.784497963036566
"COVID","Terminal_exhaustion",0.314185933453793
"COVID","Terminal_exhaustion",0.340642376928848
"COVID","Terminal_exhaustion",0.378184334634782
"COVID","Terminal_exhaustion",0.402205908695196
"COVID","Terminal_exhaustion",0.435592275117704
"COVID","Terminal_exhaustion",0.342023490471021
"COVID","Terminal_exhaustion",0.422052201248756
"COVID","Terminal_exhaustion",0.373761412015145
"COVID","Terminal_exhaustion",0.441578951589985
"COVID","Terminal_exhaustion",0.403379864521697
"COVID","Terminal_exhaustion",0.343706901415935
"COVID","Terminal_exhaustion",0.321403458220296
"COVID","Terminal_exhaustion",0.165070831397101
"COVID","Terminal_exhaustion",0.294160947167307
"COVID","Terminal_exhaustion",0.418070835851056
"COVID","Terminal_exhaustion",0.374875200977059
"COVID","Terminal_exhaustion",0.339463978627343
"COVID","Terminal_exhaustion",0.255572448665417
"COVID","Terminal_exhaustion",0.280402795260377
"COVID","Terminal_exhaustion",0.180160488881332
"COVID","Terminal_exhaustion",0.339449291848405
"COVID","Terminal_exhaustion",0.321049830987553
"COVID","Terminal_exhaustion",0.349092501356517
"COVID","Terminal_exhaustion",0.244199728854976
"COVID","Terminal_exhaustion",0.368152184165681
"COVID","Terminal_exhaustion",0.310979035625676
"COVID","Terminal_exhaustion",0.16421099792815
"COVID","Terminal_exhaustion",0.336801417509076
"COVID","Terminal_exhaustion",0.345935432820472
"COVID","Terminal_exhaustion",0.144355325654938
"COVID","Terminal_exhaustion",0.380645074027845
"COVID","Terminal_exhaustion",0.398617144917417
"COVID","Terminal_exhaustion",0.309741093000071
"COVID","Terminal_exhaustion",0.246065079023755
"COVID","Terminal_exhaustion",0.332180584971631
"COVID","Terminal_exhaustion",0.331179369171838
"COVID","Terminal_exhaustion",0.343259374152631
"COVID","Terminal_exhaustion",0.332298494982955
"COVID","Terminal_exhaustion",0.343540739646598
"COVID","Terminal_exhaustion",0.295348393763638
"COVID","Terminal_exhaustion",0.228218976154176
"COVID","Terminal_exhaustion",0.312802139530935
"COVID","Terminal_exhaustion",0.339436304107318
"COVID","Terminal_exhaustion",0.3577184343742
"COVID","Terminal_exhaustion",0.26966674876647
"COVID","Terminal_exhaustion",0.33198408408993
"COVID","Terminal_exhaustion",0.187244430607218
"COVID","Terminal_exhaustion",0.232726663965647
"COVID","Terminal_exhaustion",0.291138255491268
"COVID","Terminal_exhaustion",0.305553314953768
"COVID","Terminal_exhaustion",0.282641641908489
"COVID","Terminal_exhaustion",0.238171765861184
"COVID","Terminal_exhaustion",0.207807404835501
"COVID","Terminal_exhaustion",0.316789844716403
"COVID","Terminal_exhaustion",0.20611970778034
"COVID","Terminal_exhaustion",0.289353895555497
"COVID","Terminal_exhaustion",0.302137808733196
"COVID","Terminal_exhaustion",0.308817282381967
"COVID","Terminal_exhaustion",0.405478020636481
"COVID","Terminal_exhaustion",0.444744121944613
"COVID","Terminal_exhaustion",0.29555589997072
"COVID","Terminal_exhaustion",0.334407188668801
"COVID","Terminal_exhaustion",0.457002306064442
"COVID","Terminal_exhaustion",0.208855310058271
"COVID","Terminal_exhaustion",0.264623914814788
"COVID","Terminal_exhaustion",0.344956265072821
"COVID","Terminal_exhaustion",0.307591285216575
"COVID","Terminal_exhaustion",0.313311761169649
"COVID","Terminal_exhaustion",0.178200563653065
"COVID","Terminal_exhaustion",0.201163071940703
"COVID","Terminal_exhaustion",0.337965551758007
"COVID","Terminal_exhaustion",0.263221944726826
"COVID","Terminal_exhaustion",0.253269435934926
"COVID","Terminal_exhaustion",0.300176020704516
"COVID","Terminal_exhaustion",0.19310288413723
"COVID","Terminal_exhaustion",0.25943680518481
"COVID","Terminal_exhaustion",0.241870243467388
"COVID","Terminal_exhaustion",0.301479910745683
"COVID","Terminal_exhaustion",0.268154097199726
"COVID","Terminal_exhaustion",0.27816183179476
"COVID","Terminal_exhaustion",0.308600940500801
"COVID","Terminal_exhaustion",0.178684091005562
"COVID","Terminal_exhaustion",0.197482518817796
"COVID","Terminal_exhaustion",0.342420367224526
"COVID","Terminal_exhaustion",0.247935144388677
"COVID","Terminal_exhaustion",0.299525103970507
"COVID","Terminal_exhaustion",0.31311141399277
"COVID","Terminal_exhaustion",0.272611270329708
"COVID","Terminal_exhaustion",0.351035134890889
"COVID","Terminal_exhaustion",0.334562261692274
