"score_type","score","cell_type"
"Progenitor_exhaustion",0.250666521544922,"CD4 Tfh"
"Progenitor_exhaustion",0.382316856675543,"CD4 Tfh"
"Progenitor_exhaustion",0.368124987379027,"CD4 Tfh"
"Progenitor_exhaustion",0.420059221250682,"CD4 Tfh"
"Progenitor_exhaustion",0.290549858253787,"CD4 Tfh"
"Progenitor_exhaustion",0.32766482172963,"CD4 Tfh"
"Progenitor_exhaustion",0.360780474826561,"CD4 Tfh"
"Progenitor_exhaustion",0.298370208175144,"CD4 Tfh"
"Progenitor_exhaustion",0.380788592304203,"CD4 Tfh"
"Progenitor_exhaustion",0.310893863778661,"CD4 Tfh"
"Progenitor_exhaustion",0.36803685252341,"CD4 Tfh"
"Progenitor_exhaustion",0.269532057770648,"CD4 Tfh"
"Progenitor_exhaustion",0.34872652021857,"CD4 Tfh"
"Progenitor_exhaustion",0.333430696063591,"CD4 Tfh"
"Progenitor_exhaustion",0.315720883396286,"CD4 Tfh"
"Progenitor_exhaustion",0.256243934022843,"CD4 Tfh"
"Progenitor_exhaustion",0.340938925701653,"CD4 Tfh"
"Progenitor_exhaustion",0.32597740562354,"CD4 Tfh"
"Progenitor_exhaustion",0.310384284466792,"CD4 Tfh"
"Progenitor_exhaustion",0.388548638482064,"CD4 Tfh"
"Progenitor_exhaustion",0.331950690619722,"CD4 Tfh"
"Progenitor_exhaustion",0.27549002545118,"CD4 Tfr"
"Progenitor_exhaustion",0.34463129059477,"CD4 Tfr"
"Progenitor_exhaustion",0.252033322407307,"CD4 Tfr"
"Progenitor_exhaustion",0.289820036360826,"CD4 Tfr"
"Progenitor_exhaustion",0.274907678617652,"CD4 Tfr"
"Progenitor_exhaustion",0.273436766001764,"CD4 Tfr"
"Progenitor_exhaustion",0.298767885101546,"CD4 Tfr"
"Progenitor_exhaustion",0.262016576350788,"CD4 Tfr"
"Progenitor_exhaustion",0.269385283968259,"CD4 Tfr"
"Progenitor_exhaustion",0.31520320016682,"CD4 Tfr"
"Progenitor_exhaustion",0.213908744017089,"CD4 Tfr"
"Progenitor_exhaustion",0.225422316259202,"CD4 Tfr"
"Progenitor_exhaustion",0.322751528198398,"CD4 Tfr"
"Progenitor_exhaustion",0.311669657293065,"CD4 Tfr"
"Progenitor_exhaustion",0.417799268172978,"CD4 Tfr"
"Progenitor_exhaustion",0.308537771579513,"CD4 Tfr"
"Progenitor_exhaustion",0.282272479403628,"CD4 Tfr"
"Progenitor_exhaustion",0.278507810709638,"CD4 Tfr"
"Progenitor_exhaustion",0.286834750861622,"CD4 Tfr"
"Progenitor_exhaustion",0.325435336465476,"CD4 Tfr"
"Progenitor_exhaustion",0.353868322347915,"CD4 Tfr"
"Progenitor_exhaustion",0.269345835969882,"CD4 Tfr"
"Progenitor_exhaustion",0.281026751702516,"CD4 Tfr"
"Progenitor_exhaustion",0.336679930670033,"CD4 Tfr"
"Progenitor_exhaustion",0.339854770471353,"CD4 Tfr"
"Progenitor_exhaustion",0.296746327273219,"CD4 Tfr"
"Progenitor_exhaustion",0.264083004949316,"CD4 Tfr"
"Progenitor_exhaustion",0.236557011374471,"CD4 Tfr"
"Progenitor_exhaustion",0.243749697420136,"CD4 Tfr"
"Progenitor_exhaustion",0.300602626178788,"CD4 Tfr"
"Progenitor_exhaustion",0.345259861345515,"CD4 Tfr"
"Progenitor_exhaustion",0.287874085749523,"CD4 Tfr"
"Progenitor_exhaustion",0.318412714432395,"CD4 Tfr"
"Progenitor_exhaustion",0.389594970122724,"CD4 Tfr"
"Progenitor_exhaustion",0.299249840537116,"CD4 Tfr"
"Progenitor_exhaustion",0.385169477176707,"CD4 Th1"
"Progenitor_exhaustion",0.428724314811002,"CD4 Th1"
"Progenitor_exhaustion",0.393226760633454,"CD4 Th1"
"Progenitor_exhaustion",0.429704135743924,"CD4 Th1"
"Progenitor_exhaustion",0.37061392858544,"CD4 Th1"
"Progenitor_exhaustion",0.315401974085241,"CD4 Th1"
"Progenitor_exhaustion",0.31754707782818,"CD4 Th1"
"Progenitor_exhaustion",0.345929476214558,"CD4 Th1"
"Progenitor_exhaustion",0.352990557743066,"CD4 Th1"
"Progenitor_exhaustion",0.328930035076111,"CD4 Th1"
"Progenitor_exhaustion",0.388327149729553,"CD4 Th1"
"Progenitor_exhaustion",0.365100596951376,"CD4 Th1"
"Progenitor_exhaustion",0.360356293022518,"CD4 Th1"
"Progenitor_exhaustion",0.419401000209146,"CD4 Th1"
"Progenitor_exhaustion",0.345329063015628,"CD4 Th1"
"Progenitor_exhaustion",0.325539928680438,"CD4 Th1"
"Progenitor_exhaustion",0.33005329141906,"CD4 Th1"
"Progenitor_exhaustion",0.374939834206797,"CD4 Th1"
"Progenitor_exhaustion",0.365476452258401,"CD4 Th1"
"Progenitor_exhaustion",0.357681847143327,"CD4 Th1"
"Progenitor_exhaustion",0.373505024176274,"CD4 Th1"
"Progenitor_exhaustion",0.355962411938155,"CD4 Th1"
"Progenitor_exhaustion",0.354673540916509,"CD4 Th1"
"Progenitor_exhaustion",0.38798735094396,"CD4 Th1"
"Progenitor_exhaustion",0.291547139707221,"CD4 Th1"
"Progenitor_exhaustion",0.363634371290487,"CD4 Th1"
"Progenitor_exhaustion",0.360110975485684,"CD4 Th1"
"Progenitor_exhaustion",0.347533768544213,"CD4 Th1"
"Progenitor_exhaustion",0.327623439426193,"CD4 Th1"
"Progenitor_exhaustion",0.365621340453131,"CD4 Th1"
"Progenitor_exhaustion",0.380632028732006,"CD4 Th1"
"Progenitor_exhaustion",0.319881815058307,"CD4 Th1"
"Progenitor_exhaustion",0.329941793436735,"CD4 Th1"
"Progenitor_exhaustion",0.397672786052272,"CD4 Th1"
"Progenitor_exhaustion",0.287323118581033,"CD4 Th1"
"Progenitor_exhaustion",0.331649514491594,"CD4 Th1"
"Progenitor_exhaustion",0.406843210061186,"CD4 Th1"
"Progenitor_exhaustion",0.29664939595393,"CD4 Th1"
"Progenitor_exhaustion",0.32191505909218,"CD4 Th1"
"Progenitor_exhaustion",0.312161789448067,"CD4 Th1"
"Progenitor_exhaustion",0.34703353389183,"CD4 Th1"
"Progenitor_exhaustion",0.309756548684321,"CD4 Th1"
"Progenitor_exhaustion",0.314839327821714,"CD4 Th1"
"Progenitor_exhaustion",0.322502087388353,"CD4 Th1"
"Progenitor_exhaustion",0.338422232781546,"CD4 Th1"
"Progenitor_exhaustion",0.392001766644924,"CD4 Th1"
"Progenitor_exhaustion",0.357498253684056,"CD4 Th1"
"Progenitor_exhaustion",0.412923263135219,"CD4 Th1"
"Progenitor_exhaustion",0.298624343127367,"CD4 Th1"
"Progenitor_exhaustion",0.3886154724823,"CD4 Th1"
"Progenitor_exhaustion",0.403744768708838,"CD4 Th1"
"Progenitor_exhaustion",0.322997790375297,"CD4 Th1"
"Progenitor_exhaustion",0.382910437022052,"CD4 Th1"
"Progenitor_exhaustion",0.329643889084626,"CD4 Th1"
"Progenitor_exhaustion",0.329005244705039,"CD4 Th17"
"Progenitor_exhaustion",0.314296832125075,"CD4 Th17"
"Progenitor_exhaustion",0.315540298351897,"CD4 Th17"
"Progenitor_exhaustion",0.300405421425567,"CD4 Th17"
"Progenitor_exhaustion",0.28226323933036,"CD4 Th17"
"Progenitor_exhaustion",0.299695104030888,"CD4 Th17"
"Progenitor_exhaustion",0.347842334065654,"CD4 Th17"
"Progenitor_exhaustion",0.262954366241089,"CD4 Th17"
"Progenitor_exhaustion",0.288096880869159,"CD4 Th17"
"Progenitor_exhaustion",0.286641683450781,"CD4 Th17"
"Progenitor_exhaustion",0.230339075073692,"CD4 Th17"
"Progenitor_exhaustion",0.328332591391953,"CD4 Th17"
"Progenitor_exhaustion",0.298999985225266,"CD4 Th17"
"Progenitor_exhaustion",0.33773358645774,"CD4 Th17"
"Progenitor_exhaustion",0.291574882775169,"CD4 Th17"
"Progenitor_exhaustion",0.332848670493064,"CD4 Th17"
"Progenitor_exhaustion",0.307471439106803,"CD4 Th17"
"Progenitor_exhaustion",0.291741654206027,"CD4 Th17"
"Progenitor_exhaustion",0.286518061935689,"CD4 Th17"
"Progenitor_exhaustion",0.309222088802486,"CD4 Th17"
"Progenitor_exhaustion",0.286433049585723,"CD4 Th17"
"Progenitor_exhaustion",0.326093352250038,"CD4 Th17"
"Progenitor_exhaustion",0.328043449408501,"CD4 Th17"
"Progenitor_exhaustion",0.278051887388794,"CD4 Th17"
"Progenitor_exhaustion",0.290951790018268,"CD4 Th17"
"Progenitor_exhaustion",0.257157141323039,"CD4 Th17"
"Progenitor_exhaustion",0.314021227706632,"CD4 Th17"
"Progenitor_exhaustion",0.269388107321448,"CD4 Th17"
"Progenitor_exhaustion",0.338347403667819,"CD4 Th17"
"Progenitor_exhaustion",0.26879232255606,"CD4 Th17"
"Progenitor_exhaustion",0.337294574539987,"CD4 Th17"
"Progenitor_exhaustion",0.29452199919363,"CD4 Th17"
"Progenitor_exhaustion",0.346601501833779,"CD4 Th17"
"Progenitor_exhaustion",0.255871182543869,"CD4 Th17"
"Progenitor_exhaustion",0.322000540166329,"CD4 Th17"
"Progenitor_exhaustion",0.354337238910611,"CD4 Th17"
"Progenitor_exhaustion",0.304719651298853,"CD4 Th17"
"Progenitor_exhaustion",0.329265063873357,"CD4 Th17"
"Progenitor_exhaustion",0.347455787934959,"CD4 Th17"
"Progenitor_exhaustion",0.276341636231156,"CD4 Th17"
"Progenitor_exhaustion",0.308938444377667,"CD4 Th17"
"Progenitor_exhaustion",0.2999925392713,"CD4 Th17"
"Progenitor_exhaustion",0.228871386636766,"CD4 Th17"
"Progenitor_exhaustion",0.324289928782293,"CD4 Th17"
"Progenitor_exhaustion",0.335050562678317,"CD4 Th17"
"Progenitor_exhaustion",0.249590551149988,"CD4 Th17"
"Progenitor_exhaustion",0.317619706390568,"CD4 Tn"
"Progenitor_exhaustion",0.27715683290283,"CD4 Tn"
"Progenitor_exhaustion",0.231424837889876,"CD4 Tn"
"Progenitor_exhaustion",0.274214362935,"CD4 Tn"
"Progenitor_exhaustion",0.306350786938946,"CD4 Tn"
"Progenitor_exhaustion",0.27002584995488,"CD4 Tn"
"Progenitor_exhaustion",0.260395420701359,"CD4 Tn"
"Progenitor_exhaustion",0.253798656665085,"CD4 Tn"
"Progenitor_exhaustion",0.282491940168138,"CD4 Tn"
"Progenitor_exhaustion",0.305434061288693,"CD4 Tn"
"Progenitor_exhaustion",0.242220195373486,"CD4 Tn"
"Progenitor_exhaustion",0.253059907530801,"CD4 Tn"
"Progenitor_exhaustion",0.290176070031599,"CD4 Tn"
"Progenitor_exhaustion",0.259028752067431,"CD4 Tn"
"Progenitor_exhaustion",0.352388482822403,"CD4 Tn"
"Progenitor_exhaustion",0.333179440409722,"CD4 Tn"
"Progenitor_exhaustion",0.295473558489223,"CD4 Tn"
"Progenitor_exhaustion",0.203084225687544,"CD4 Tn"
"Progenitor_exhaustion",0.282476908622132,"CD4 Tn"
"Progenitor_exhaustion",0.203156901669834,"CD4 Tn"
"Progenitor_exhaustion",0.244719236892364,"CD4 Tn"
"Progenitor_exhaustion",0.180700800953041,"CD4 Tn"
"Progenitor_exhaustion",0.235188034693463,"CD4 Tn"
"Progenitor_exhaustion",0.291042040456284,"CD4 Tn"
"Progenitor_exhaustion",0.294105384135533,"CD4 Tn"
"Progenitor_exhaustion",0.302452250683217,"CD4 Tn"
"Progenitor_exhaustion",0.206436869769799,"CD4 Tn"
"Progenitor_exhaustion",0.280175103009236,"CD4 Tn"
"Progenitor_exhaustion",0.212973531335713,"CD4 Tn"
"Progenitor_exhaustion",0.2378394306015,"CD4 Tn"
"Progenitor_exhaustion",0.294810082286984,"CD4 Tn"
"Progenitor_exhaustion",0.285731076924676,"CD4 Tn"
"Progenitor_exhaustion",0.280078659893346,"CD4 Tn"
"Progenitor_exhaustion",0.247999131718091,"CD4 Tn"
"Progenitor_exhaustion",0.282911762846021,"CD4 Tn"
"Progenitor_exhaustion",0.286415067569392,"CD4 Tn"
"Progenitor_exhaustion",0.249602169124563,"CD4 Tn"
"Progenitor_exhaustion",0.265129147814669,"CD4 Tn"
"Progenitor_exhaustion",0.333550931427185,"CD4 Tn"
"Progenitor_exhaustion",0.246210680363331,"CD4 Tn"
"Progenitor_exhaustion",0.224621811288301,"CD4 Tn"
"Progenitor_exhaustion",0.237524237071564,"CD4 Tn"
"Progenitor_exhaustion",0.291293871517041,"CD4 Tn"
"Progenitor_exhaustion",0.315308966368356,"CD4 Tn"
"Progenitor_exhaustion",0.217707296855401,"CD4 Tn"
"Progenitor_exhaustion",0.269637636360069,"CD4 Tn"
"Progenitor_exhaustion",0.249609150339594,"CD4 Tn"
"Progenitor_exhaustion",0.26312621668693,"CD4 Tn"
"Progenitor_exhaustion",0.337173830260748,"CD4 Tn"
"Progenitor_exhaustion",0.268903427917486,"CD4 Tn"
"Progenitor_exhaustion",0.252797371559002,"CD4 Tn"
"Progenitor_exhaustion",0.320531323983252,"CD4 Tn"
"Progenitor_exhaustion",0.290693468000266,"CD4 Tn"
"Progenitor_exhaustion",0.2308478030693,"CD4 Tn"
"Progenitor_exhaustion",0.313130187431241,"CD4 Tn"
"Progenitor_exhaustion",0.314380544309786,"CD4 Tn"
"Progenitor_exhaustion",0.288610595346884,"CD4 Tn"
"Progenitor_exhaustion",0.296460825351033,"CD4 Tn"
"Progenitor_exhaustion",0.273310635821744,"CD4 Tn"
"Progenitor_exhaustion",0.199994680416537,"CD4 Tn"
"Progenitor_exhaustion",0.282299907539238,"CD4 Tn"
"Progenitor_exhaustion",0.253113032102955,"CD4 Tn"
"Progenitor_exhaustion",0.287362017235358,"CD4 Tn"
"Progenitor_exhaustion",0.222200540029758,"CD4 Tn"
"Progenitor_exhaustion",0.312482042057166,"CD4 Tn"
"Progenitor_exhaustion",0.326817109807686,"CD4 Tn"
"Progenitor_exhaustion",0.216122025676706,"CD4 Tn"
"Progenitor_exhaustion",0.34951558989678,"CD4 Tn"
"Progenitor_exhaustion",0.319934472418364,"CD4 Tn"
"Progenitor_exhaustion",0.33700980467432,"CD4 Tn"
"Progenitor_exhaustion",0.261841457392659,"CD4 Tn"
"Progenitor_exhaustion",0.228922150438993,"CD4 Tn"
"Progenitor_exhaustion",0.338157107312019,"CD4 Tn"
"Progenitor_exhaustion",0.324787745044616,"CD4 Tn"
"Progenitor_exhaustion",0.284885946451149,"CD4 Tn"
"Progenitor_exhaustion",0.264380137650144,"CD4 Tn"
"Progenitor_exhaustion",0.313910710769411,"CD4 Tn"
"Progenitor_exhaustion",0.242621150082479,"CD4 Tn"
"Progenitor_exhaustion",0.235267107433599,"CD4 Tn"
"Progenitor_exhaustion",0.292793310649444,"CD4 Tn"
"Progenitor_exhaustion",0.256513668035218,"CD4 Tn"
"Progenitor_exhaustion",0.2624005457609,"CD4 Tn"
"Progenitor_exhaustion",0.230437442160877,"CD4 Tn"
"Progenitor_exhaustion",0.293430339914242,"CD4 Tn"
"Progenitor_exhaustion",0.283253927447166,"CD4 Tn"
"Progenitor_exhaustion",0.299031795131235,"CD4 Tn"
"Progenitor_exhaustion",0.299854823778955,"CD4 Tn"
"Progenitor_exhaustion",0.278721320025766,"CD4 Tn"
"Progenitor_exhaustion",0.266090756058269,"CD4 Tn"
"Progenitor_exhaustion",0.278616992913066,"CD4 Tn"
"Progenitor_exhaustion",0.230254694146908,"CD4 Tn"
"Progenitor_exhaustion",0.21358678062929,"CD4 Tn"
"Progenitor_exhaustion",0.343963356935765,"CD4 Tn"
"Progenitor_exhaustion",0.312836821514415,"CD4 Tn"
"Progenitor_exhaustion",0.387934778196422,"CD4 Treg"
"Progenitor_exhaustion",0.385727855781512,"CD4 Treg"
"Progenitor_exhaustion",0.346364762931089,"CD4 Treg"
"Progenitor_exhaustion",0.359030010248255,"CD4 Treg"
"Progenitor_exhaustion",0.374849396529563,"CD4 Treg"
"Progenitor_exhaustion",0.382662993325464,"CD4 Treg"
"Progenitor_exhaustion",0.283749148293057,"CD4 Treg"
"Progenitor_exhaustion",0.348168569228289,"CD4 Treg"
"Progenitor_exhaustion",0.423993230313905,"CD4 Treg"
"Progenitor_exhaustion",0.374642348259897,"CD4 Treg"
"Progenitor_exhaustion",0.347350928529145,"CD4 Treg"
"Progenitor_exhaustion",0.306640790216949,"CD4 Treg"
"Progenitor_exhaustion",0.370727070532244,"CD4 Treg"
"Progenitor_exhaustion",0.349825525519804,"CD4 Treg"
"Progenitor_exhaustion",0.401531345356674,"CD4 Treg"
"Progenitor_exhaustion",0.425678870044426,"CD4 Treg"
"Progenitor_exhaustion",0.296815594863809,"CD4 Treg"
"Progenitor_exhaustion",0.391366496794583,"CD4 Treg"
"Progenitor_exhaustion",0.342098977637071,"CD4 Treg"
"Progenitor_exhaustion",0.299516613760234,"CD4 Treg"
"Progenitor_exhaustion",0.388289051552891,"CD4 Treg"
"Progenitor_exhaustion",0.426955710234,"CD4 Treg"
"Progenitor_exhaustion",0.407302394697121,"CD4 Treg"
"Progenitor_exhaustion",0.39309370645272,"CD4 Treg"
"Progenitor_exhaustion",0.324589039338243,"CD4 Treg"
"Progenitor_exhaustion",0.368282120700806,"CD4 Treg"
"Progenitor_exhaustion",0.349727603499137,"CD4 Treg"
"Progenitor_exhaustion",0.306307583230432,"CD4 Treg"
"Progenitor_exhaustion",0.374980002600172,"CD4 Treg"
"Progenitor_exhaustion",0.32782770407985,"CD4 Treg"
"Progenitor_exhaustion",0.399254361098138,"CD4 Treg"
"Progenitor_exhaustion",0.379621161829454,"CD4 Treg"
"Progenitor_exhaustion",0.430741472444819,"CD4 Treg"
"Progenitor_exhaustion",0.289637357708607,"CD4 Treg"
"Progenitor_exhaustion",0.34759689287859,"CD4 Treg"
"Progenitor_exhaustion",0.397220794605311,"CD4 Treg"
"Progenitor_exhaustion",0.381795159950076,"CD4 Treg"
"Progenitor_exhaustion",0.387860732938903,"CD4 Treg"
"Progenitor_exhaustion",0.356825955512883,"CD4 Treg"
"Progenitor_exhaustion",0.404317834302827,"CD4 Treg"
"Progenitor_exhaustion",0.380898861954669,"CD4 Treg"
"Progenitor_exhaustion",0.362554760218436,"CD4 Treg"
"Progenitor_exhaustion",0.388910350787769,"CD4 Treg"
"Progenitor_exhaustion",0.316138875564808,"CD4 Treg"
"Progenitor_exhaustion",0.27985950808373,"CD4 Treg"
"Progenitor_exhaustion",0.262385979898241,"CD4 Treg"
"Progenitor_exhaustion",0.274778351680039,"CD4 Treg"
"Progenitor_exhaustion",0.380062121904684,"CD4 Treg"
"Progenitor_exhaustion",0.278772703652285,"CD4 Treg"
"Progenitor_exhaustion",0.297958267721013,"CD4 Treg"
"Progenitor_exhaustion",0.361695429700282,"CD4 Treg"
"Progenitor_exhaustion",0.338535958023378,"CD4 Treg"
"Progenitor_exhaustion",0.323452766132396,"CD4 Treg"
"Progenitor_exhaustion",0.330686187866598,"CD4 Treg"
"Progenitor_exhaustion",0.357125503268564,"CD4 Treg"
"Progenitor_exhaustion",0.387214727314398,"CD4 Treg"
"Progenitor_exhaustion",0.368953363853756,"CD4 Treg"
"Progenitor_exhaustion",0.417027832286377,"CD4 Treg"
"Progenitor_exhaustion",0.291866664381193,"CD4 Treg"
"Progenitor_exhaustion",0.398122241385366,"CD4 Treg"
"Progenitor_exhaustion",0.278226151067379,"CD4 Treg"
"Progenitor_exhaustion",0.345159811596679,"CD4 Treg"
"Progenitor_exhaustion",0.319976009350545,"CD4 Treg"
"Progenitor_exhaustion",0.260166048496425,"CD4 Treg"
"Progenitor_exhaustion",0.336986456267699,"CD4 Treg"
"Progenitor_exhaustion",0.4327526636184,"CD4 Treg"
"Progenitor_exhaustion",0.401539313578501,"CD4 Treg"
"Progenitor_exhaustion",0.343456921160932,"CD4 Treg"
"Progenitor_exhaustion",0.378435324809762,"CD4 Treg"
"Progenitor_exhaustion",0.355961242614498,"CD4 Treg"
"Progenitor_exhaustion",0.341163385599463,"CD4 Treg"
"Progenitor_exhaustion",0.339594927175799,"CD4 Treg"
"Progenitor_exhaustion",0.346349055840252,"CD4 Treg"
"Progenitor_exhaustion",0.292577640077989,"CD4 Treg"
"Progenitor_exhaustion",0.24090751401985,"CD4 Treg"
"Progenitor_exhaustion",0.21922479246839,"CD4 Treg"
"Progenitor_exhaustion",0.305980826357512,"CD4 Treg"
"Progenitor_exhaustion",0.266613239738985,"CD4 Treg"
"Progenitor_exhaustion",0.286780107716977,"CD4 Treg"
"Progenitor_exhaustion",0.26094472066208,"CD4 Treg"
"Progenitor_exhaustion",0.212768361017274,"CD4 Treg"
"Progenitor_exhaustion",0.283883669961656,"CD4 Treg"
"Progenitor_exhaustion",0.28583894838441,"CD4 Treg"
"Progenitor_exhaustion",0.265443213615307,"CD4 Treg"
"Progenitor_exhaustion",0.282675239213638,"CD4 Treg"
"Progenitor_exhaustion",0.249952621873061,"CD4 Treg"
"Progenitor_exhaustion",0.226490405807565,"CD4 Treg"
"Progenitor_exhaustion",0.271693016303166,"CD4 Treg"
"Progenitor_exhaustion",0.257902184421248,"CD4 Treg"
"Progenitor_exhaustion",0.281686109168926,"CD4 Treg"
"Progenitor_exhaustion",0.248841724295902,"CD4 Treg"
"Progenitor_exhaustion",0.277741144155841,"CD4 Treg"
"Progenitor_exhaustion",0.286346759683102,"CD4 Treg"
"Progenitor_exhaustion",0.297233444514983,"CD4 Treg"
"Progenitor_exhaustion",0.221910280769952,"CD4 Treg"
"Progenitor_exhaustion",0.285629599170289,"CD4 Treg"
"Progenitor_exhaustion",0.2874874882012,"CD4 Treg"
"Progenitor_exhaustion",0.330308077456267,"CD4 Treg"
"Progenitor_exhaustion",0.289997743788904,"CD4 Treg"
"Progenitor_exhaustion",0.290147117125882,"CD4 Treg"
"Progenitor_exhaustion",0.282025118095168,"CD4 Treg"
"Progenitor_exhaustion",0.286180018145443,"CD4 Treg"
"Progenitor_exhaustion",0.23542846056126,"CD4 Treg"
"Progenitor_exhaustion",0.273977523344295,"CD4 Treg"
"Progenitor_exhaustion",0.203540759578565,"CD4 Treg"
"Progenitor_exhaustion",0.288721028317928,"CD4 Treg"
"Progenitor_exhaustion",0.281752758091197,"CD4 Treg"
"Progenitor_exhaustion",0.266144460921528,"CD4 Treg"
"Progenitor_exhaustion",0.25819408092568,"CD4 Treg"
"Progenitor_exhaustion",0.31312878144352,"CD4 Treg"
"Progenitor_exhaustion",0.28722386282128,"CD4 Treg"
"Progenitor_exhaustion",0.268013180765611,"CD4 Treg"
"Progenitor_exhaustion",0.246060702130983,"CD4 Treg"
"Progenitor_exhaustion",0.270107505298483,"CD4 Treg"
"Progenitor_exhaustion",0.321001811762446,"CD4 Treg"
"Progenitor_exhaustion",0.276191372491451,"CD4 Treg"
"Progenitor_exhaustion",0.281060470748773,"CD4 Treg"
"Progenitor_exhaustion",0.266405288541678,"CD4 Treg"
"Progenitor_exhaustion",0.28856751328486,"CD4 Treg"
"Progenitor_exhaustion",0.286230860312233,"CD4 Treg"
"Progenitor_exhaustion",0.266399600409714,"CD4 Treg"
"Progenitor_exhaustion",0.284844193694629,"CD4 Treg"
"Progenitor_exhaustion",0.252796732656512,"CD4 Treg"
"Progenitor_exhaustion",0.231477120401367,"CD4 Treg"
"Progenitor_exhaustion",0.338005013691495,"CD4 Treg"
"Progenitor_exhaustion",0.278156000751853,"CD4 Treg"
"Progenitor_exhaustion",0.27611333041609,"CD4 Treg"
"Progenitor_exhaustion",0.274856516979285,"CD4 Treg"
"Progenitor_exhaustion",0.257910950162183,"CD4 Treg"
"Progenitor_exhaustion",0.257676443226163,"CD4 Treg"
"Progenitor_exhaustion",0.297477573935345,"CD4 Treg"
"Progenitor_exhaustion",0.289288807728599,"CD4 Treg"
"Progenitor_exhaustion",0.28363738776754,"CD4 Treg"
"Progenitor_exhaustion",0.233263309490757,"CD4 Treg"
"Progenitor_exhaustion",0.26718327541574,"CD4 Treg"
"Progenitor_exhaustion",0.247044119216646,"CD4 Treg"
"Progenitor_exhaustion",0.276669031371564,"CD4 Treg"
"Progenitor_exhaustion",0.261007791850848,"CD4 Treg"
"Progenitor_exhaustion",0.255413410635373,"CD4 Treg"
"Progenitor_exhaustion",0.315464760053123,"CD4 Treg"
"Progenitor_exhaustion",0.308101007401366,"CD4 Treg"
"Progenitor_exhaustion",0.301728925676507,"CD4 Treg"
"Progenitor_exhaustion",0.329352559823208,"CD4 Treg"
"Progenitor_exhaustion",0.329873739381804,"CD4 Treg"
"Progenitor_exhaustion",0.286908962322878,"CD4 Treg"
"Progenitor_exhaustion",0.297393815090533,"CD4 Treg"
"Progenitor_exhaustion",0.287475541576206,"CD4 Treg"
"Progenitor_exhaustion",0.336068528996985,"CD4 Treg"
"Progenitor_exhaustion",0.280445391795783,"CD4 Treg"
"Progenitor_exhaustion",0.276144177633898,"CD4 Treg"
"Progenitor_exhaustion",0.25696517887116,"CD4 Treg"
"Progenitor_exhaustion",0.335281293153981,"CD4 Treg"
"Progenitor_exhaustion",0.257659357132986,"CD4 Treg"
"Progenitor_exhaustion",0.308002335573583,"CD4 Treg"
"Progenitor_exhaustion",0.298819596950574,"CD4 Treg"
"Progenitor_exhaustion",0.257589719293674,"CD4 Treg"
"Progenitor_exhaustion",0.313398741019914,"CD4 Treg"
"Progenitor_exhaustion",0.242338317676813,"CD4 Treg"
"Progenitor_exhaustion",0.270388702824161,"CD4 Treg"
"Progenitor_exhaustion",0.221164692422458,"CD4 Treg"
"Progenitor_exhaustion",0.307271096662755,"CD4 Treg"
"Progenitor_exhaustion",0.254681935957423,"CD4 Treg"
"Progenitor_exhaustion",0.240484209530639,"CD4 Treg"
"Progenitor_exhaustion",0.325561355196724,"CD4 Treg"
"Progenitor_exhaustion",0.253129772312459,"CD4 Treg"
"Progenitor_exhaustion",0.224972053703136,"CD4 Treg"
"Progenitor_exhaustion",0.306289364358617,"CD4 Treg"
"Progenitor_exhaustion",0.225238351775292,"CD4 Treg"
"Progenitor_exhaustion",0.258638412867203,"CD4 Treg"
"Progenitor_exhaustion",0.285145923931964,"CD4 Treg"
"Progenitor_exhaustion",0.302302784458931,"CD4 Treg"
"Progenitor_exhaustion",0.313783429559367,"CD4 Treg"
"Progenitor_exhaustion",0.273374804843481,"CD4 Treg"
"Progenitor_exhaustion",0.288635075945482,"CD4 Treg"
"Progenitor_exhaustion",0.365279531197314,"CD4 Treg"
"Progenitor_exhaustion",0.295624462623621,"CD4 Treg"
"Progenitor_exhaustion",0.258740624868394,"CD4 Treg"
"Progenitor_exhaustion",0.284395962194831,"CD4 Treg"
"Progenitor_exhaustion",0.285309193035363,"CD4 Treg"
"Progenitor_exhaustion",0.307058018691284,"CD4 Treg"
"Progenitor_exhaustion",0.34251545334188,"CD4 Treg"
"Progenitor_exhaustion",0.315474159779104,"CD4 Treg"
"Progenitor_exhaustion",0.294670905286714,"CD4 Treg"
"Progenitor_exhaustion",0.260055285024974,"CD4 Treg"
"Progenitor_exhaustion",0.281921343744709,"CD4 Treg"
"Progenitor_exhaustion",0.314869210987643,"CD4 Treg"
"Progenitor_exhaustion",0.329002493907687,"CD4 Treg"
"Progenitor_exhaustion",0.251907422666149,"CD4 Treg"
"Progenitor_exhaustion",0.331643774511565,"CD4 Treg"
"Progenitor_exhaustion",0.317408758178334,"CD4 Treg"
"Progenitor_exhaustion",0.268992217117955,"CD4 Treg"
"Progenitor_exhaustion",0.313693856133132,"CD4 Treg"
"Progenitor_exhaustion",0.260488793989706,"CD4 Treg"
"Progenitor_exhaustion",0.257568402749306,"CD4 Treg"
"Progenitor_exhaustion",0.317769398442659,"CD4 Treg"
"Progenitor_exhaustion",0.213935284531548,"CD4 Treg"
"Progenitor_exhaustion",0.29565050144351,"CD4 Treg"
"Progenitor_exhaustion",0.245439885483364,"CD4 Treg"
"Progenitor_exhaustion",0.287449774490138,"CD4 Treg"
