"cell_type","Quie","Help","Prol","Regu","Cyto","Sene","Prog","Term"
"CD8_Trm",0.478137606547397,0.0229671848233423,0.122049928306002,0.00189210300754459,0.858867642944773,0.459645654174005,0.694133304947018,0.622012471996192
"CD8_Tex",0.227612194882813,0.0189630695649372,0.264276822682924,0.0057414268147856,0.839215193967388,0.532366983692422,0.395589181645146,0.888628798077517
